0.000000000,0.000428945
0.023219955,0.000368566
0.046439909,0.000369683
0.069659864,0.000348594
0.092879819,0.000341397
0.116099773,0.000324422
0.139319728,0.000318841
0.162539683,0.000307641
0.185759637,0.000299133
0.208979592,0.000282155
0.232199546,0.000281885
0.255419501,0.00027561
0.278639456,0.000253392
0.301859410,0.000275732
0.325079365,0.000271016
0.348299320,0.000261486
0.371519274,0.000234712
0.394739229,0.000255951
0.417959184,0.000227135
0.441179138,0.000250522
0.464399093,0.000230659
0.487619048,0.000240381
0.510839002,0.000237876
0.534058957,0.000259844
0.557278912,0.000263461
0.580498866,0.000289421
0.603718821,0.000336611
0.626938776,0.000341112
0.650158730,0.000428537
0.673378685,0.00143652
0.696598639,0.0140779
0.719818594,0.0255826
0.743038549,0.0268584
0.766258503,0.0275509
0.789478458,0.0283908
0.812698413,0.0290326
0.835918367,0.0282543
0.859138322,0.0264155
0.882358277,0.0274079
0.905578231,0.0284121
0.928798186,0.0270112
0.952018141,0.026977
0.975238095,0.0272936
0.998458050,0.0278672
1.021678005,0.0279107
1.044897959,0.0268024
1.068117914,0.0265096
1.091337868,0.0273098
1.114557823,0.0292333
1.137777778,0.0319235
1.160997732,0.0327907
1.184217687,0.0315999
1.207437642,0.0333899
1.230657596,0.0349708
1.253877551,0.0347783
1.277097506,0.0343575
1.300317460,0.0346744
1.323537415,0.0345308
1.346757370,0.0339732
1.369977324,0.0356874
1.393197279,0.0369231
1.416417234,0.036536
1.439637188,0.0338779
1.462857143,0.031193
1.486077098,0.0303371
1.509297052,0.0321792
1.532517007,0.0337377
1.555736961,0.0336987
1.578956916,0.0347529
1.602176871,0.0351667
1.625396825,0.035489
1.648616780,0.0352209
1.671836735,0.0344833
1.695056689,0.0344344
1.718276644,0.0360704
1.741496599,0.0371712
1.764716553,0.0375738
1.787936508,0.0374431
1.811156463,0.0381753
1.834376417,0.0388
1.857596372,0.0386792
1.880816327,0.04069
1.904036281,0.041853
1.927256236,0.0423551
1.950476190,0.0430869
1.973696145,0.0418838
1.996916100,0.0411051
2.020136054,0.0411843
2.043356009,0.042843
2.066575964,0.0436985
2.089795918,0.0436968
2.113015873,0.0442444
2.136235828,0.0433916
2.159455782,0.0432104
2.182675737,0.0430665
2.205895692,0.043305
2.229115646,0.0446811
2.252335601,0.0453188
2.275555556,0.0443572
2.298775510,0.0410307
2.321995465,0.0396488
2.345215420,0.0409479
2.368435374,0.0428118
2.391655329,0.0434457
2.414875283,0.0429012
2.438095238,0.0422943
2.461315193,0.0420988
2.484535147,0.0417888
2.507755102,0.041887
2.530975057,0.041652
2.554195011,0.0429123
2.577414966,0.0455051
2.600634921,0.047414
2.623854875,0.0486188
2.647074830,0.0475908
2.670294785,0.0470424
2.693514739,0.0440321
2.716734694,0.0431405
2.739954649,0.0452583
2.763174603,0.049025
2.786394558,0.0516264
2.809614512,0.0533921
2.832834467,0.0532785
2.856054422,0.0513637
2.879274376,0.0486576
2.902494331,0.0446763
2.925714286,0.0442146
2.948934240,0.048211
2.972154195,0.0494874
2.995374150,0.0509023
3.018594104,0.0545923
3.041814059,0.0535032
3.065034014,0.0502322
3.088253968,0.0471101
3.111473923,0.0477146
3.134693878,0.0540656
3.157913832,0.0537638
3.181133787,0.0510072
3.204353741,0.0542672
3.227573696,0.056299
3.250793651,0.0559202
3.274013605,0.053878
3.297233560,0.0510193
3.320453515,0.0583086
3.343673469,0.0627152
3.366893424,0.0578261
3.390113379,0.0527465
3.413333333,0.0590246
3.436553288,0.0585725
3.459773243,0.0569909
3.482993197,0.0542315
3.506213152,0.0549594
3.529433107,0.0666844
3.552653061,0.0678222
3.575873016,0.0580266
3.599092971,0.0507923
3.622312925,0.0537458
3.645532880,0.0540867
3.668752834,0.0533313
3.691972789,0.0516656
3.715192744,0.0584958
3.738412698,0.0640492
3.761632653,0.0587028
3.784852608,0.0535626
3.808072562,0.0548217
3.831292517,0.0547725
3.854512472,0.0523685
3.877732426,0.0520415
3.900952381,0.0636708
3.924172336,0.0662226
3.947392290,0.0635558
